Activity.Score	MNase.Score	sgRNAscorer.Hg	WU.CRISPR	DNase	H2A.Z	H2AK5ac	H2AK9ac	H2BK120ac	H2BK12ac	H2BK15ac	H2BK20ac	H2BK5ac	H3K14ac	H3K18ac	H3K23ac	H3K23me2	H3K27ac	H3K27me3	H3K36me3	H3K4ac	H3K4me1	H3K4me2	H3K4me3	H3K56ac	H3K79me1	H3K79me2	H3K9ac	H3K9me1	H3K9me3	H3T11ph	H4K12ac	H4K20me1	H4K5ac	H4K8ac	H4K91ac	Class	Combined
VPS54_chr2_64246089_.	6.715744529	0	96.1074246669	69	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	82.55371233345
VPS54_chr2_64246089_..1	6.715744529	0	96.1074246669	69	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	82.55371233345
IGF2R_chr6_160390395_.	6.703824177	0	51.5231792475	0	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	31.5231792475
SCFD1_chr14_31091597_.	6.686746646	0	36.5003323883	45	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	40.75016619415
SCFD1_chr14_31091597_..1	6.686746646	0	36.5003323883	45	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	40.75016619415
TM9SF2_chr13_100153970_.	6.670738321	0.060714286	65.6048306368	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	45.6048306368
SEC24C_chr10_75506620_.	6.621437595	2.174074173	86.7826689069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	66.7826689069
VPS53_chr17_617431_.	6.592338774	0.300000012	38.9581257058	0	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	18.9581257058
SEC23IP_chr10_121652376_.	6.579958062	0.415384591	89.7041835949	69	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	79.35209179745
SEC23IP_chr10_121652376_..1	6.579958062	0.415384591	89.7041835949	69	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	79.35209179745
WDR11_chr10_122610981_.	6.529134396	0.341666669	59.904121726	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	39.904121726
WDR11_chr10_122610981_..1	6.529134396	0.341666669	59.904121726	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	39.904121726
SEC23B_chr20_18491467_.	6.527952109	0.596000016	49.8393364179	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	58.91966820895
SEC23B_chr20_18491467_..1	6.527952109	0.596000016	49.8393364179	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	58.91966820895
EIF6_chr20_33868482_.	6.518979735	0.931999981	81.983703938	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	73.491851969
VPS54_chr2_64246548_.	6.517333907	0	36.0935392039	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	0	1	0	1	0	0	1	1	0	1	1	1	1	16.0935392039
VPS54_chr2_64246548_..1	6.517333907	0	36.0935392039	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	0	1	0	1	0	0	1	1	0	1	1	1	1	16.0935392039
VPS54_chr2_64246548_..2	6.517333907	0	36.0935392039	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	0	1	0	1	0	0	1	1	0	1	1	1	1	16.0935392039
IGF2R_chr6_160390252_.	6.492531155	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	-20
IGF2R_chr6_160390252_..1	6.492531155	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	-20
SEC24C_chr10_75506697_.	6.488243287	2.380000114	73.1440176182	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	60.5720088091
SEC24C_chr10_75506635_.	6.43489959	2.510714293	82.066072829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	62.066072829
CARM1_chr19_10982524_.	6.403935798	0	67.1129482496	76	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	71.5564741248
CARM1_chr19_10982524_..1	6.403935798	0	67.1129482496	76	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	71.5564741248
CARM1_chr19_10982524_..2	6.403935798	0	67.1129482496	76	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	71.5564741248
QSOX2_chr9_139137343_.	6.366247619	0	81.2911637058	64	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	72.6455818529
CARM1_chr19_10982548_.	6.357254505	0	92.9560956113	0	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	72.9560956113
CARM1_chr19_10982548_..1	6.357254505	0	92.9560956113	0	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	72.9560956113
VPS54_chr2_64246104_.	6.343357836	0	72.5936134982	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	52.5936134982
VPS54_chr2_64246104_..1	6.343357836	0	72.5936134982	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	52.5936134982
VPS54_chr2_64246104_..2	6.343357836	0	72.5936134982	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	52.5936134982
VPS54_chr2_64246104_..3	6.343357836	0	72.5936134982	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	52.5936134982
CARM1_chr19_10982580_.	6.341643375	0	56.7913224337	0	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	36.7913224337
CARM1_chr19_10982580_..1	6.341643375	0	56.7913224337	0	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	36.7913224337
CARM1_chr19_10982580_..2	6.341643375	0	56.7913224337	0	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	36.7913224337
SEC23IP_chr10_121652367_.	6.333238217	0.442307651	94.0705459686	59	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	76.5352729843
SEC24C_chr10_75506707_.	6.326542738	1.985714078	46.4583773476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	26.4583773476
SEC24C_chr10_75506707_..1	6.326542738	1.985714078	46.4583773476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	26.4583773476
SEC24C_chr10_75506707_..2	6.326542738	1.985714078	46.4583773476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	26.4583773476
SEC23B_chr20_18491700_.	6.323101508	0.399999976	31.9134101643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11.9134101643
SEC24C_chr10_75506641_.	6.290886956	2.633333206	17.3651614987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	-2.6348385013
SEC24C_chr10_75506641_..1	6.290886956	2.633333206	17.3651614987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	-2.6348385013
CARM1_chr19_10982596_.	6.27225582	0	80.5771279214	0	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	60.5771279214
CARM1_chr19_10982596_..1	6.27225582	0	80.5771279214	0	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	60.5771279214
CARM1_chr19_10982478_.	6.261463619	0	66.8636293415	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	46.8636293415
GBF1_chr10_104005828_.	6.17801229	1.532142878	63.5676938443	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	43.5676938443
GBF1_chr10_104005828_..1	6.17801229	1.532142878	63.5676938443	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	43.5676938443
GBF1_chr10_104005828_..2	6.17801229	1.532142878	63.5676938443	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	43.5676938443
IGF2R_chr6_160390431_.	6.176867908	0	90.8140619994	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	70.8140619994
VPS53_chr17_618134_.	6.173350846	0.082142845	35.2626605299	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	15.2626605299
VPS53_chr17_618134_..1	6.173350846	0.082142845	35.2626605299	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	15.2626605299
QSOX2_chr9_139137428_.	6.129288561	0	69.6506401287	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	1	49.6506401287
GBF1_chr10_104007466_.	6.102714695	0.242857173	22.6914496003	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	26.84572480015
TRAPPC8_chr18_29522583_.	6.022782273	0.292592585	89.7640614279	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	69.7640614279
TRAPPC8_chr18_29522583_..1	6.022782273	0.292592585	89.7640614279	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	69.7640614279
WDR11_chr10_122611004_.	6.002510687	0.765384555	95.3204588618	59	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	77.1602294309
WDR11_chr10_122611004_..1	6.002510687	0.765384555	95.3204588618	59	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	77.1602294309
WDR11_chr10_122611004_..2	6.002510687	0.765384555	95.3204588618	59	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	77.1602294309
RAB1A_chr2_65357233_.	5.984185667	0.213636383	9.8695186803	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	-10.1304813197
SEC23IP_chr10_121652466_.	5.967161614	0.100000001	27.8764864838	45	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	36.4382432419
CARM1_chr19_10982608_.	5.951733749	0	24.9299366674	29	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	26.9649683337
VPS54_chr2_64246083_.	5.949168952	0	26.5209024887	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	6.5209024887
VPS54_chr2_64246083_..1	5.949168952	0	26.5209024887	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	6.5209024887
VPS54_chr2_64246083_..2	5.949168952	0	26.5209024887	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	6.5209024887
VPS54_chr2_64246083_..3	5.949168952	0	26.5209024887	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	6.5209024887
SEC23IP_chr10_121652467_.	5.946040816	0.100000001	91.1432057279	85	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	88.07160286395
SEC23IP_chr10_121652309_.	5.93950529	0.099999994	54.5673992484	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	34.5673992484
SEC23IP_chr10_121652309_..1	5.93950529	0.099999994	54.5673992484	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	34.5673992484
SEC23IP_chr10_121652309_..2	5.93950529	0.099999994	54.5673992484	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	34.5673992484
SEC23IP_chr10_121652309_..3	5.93950529	0.099999994	54.5673992484	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	34.5673992484
TRAPPC11_chr4_184580609_.	5.936541802	0	30.4713277725	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	10.4713277725
TRAPPC11_chr4_184580609_..1	5.936541802	0	30.4713277725	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	10.4713277725
EIF6_chr20_33871968_.	5.896664414	0.434615344	25.8723488665	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	5.8723488665
EIF6_chr20_33871968_..1	5.896664414	0.434615344	25.8723488665	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	5.8723488665
EIF6_chr20_33871968_..2	5.896664414	0.434615344	25.8723488665	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	5.8723488665
QSOX2_chr9_139137456_.	5.891244043	0	61.477721501	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	1	1	1	1	41.477721501
QSOX2_chr9_139137456_..1	5.891244043	0	61.477721501	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	1	1	1	1	41.477721501
ST3GAL4_chr11_126225511_.	5.890177185	0	94.1841442466	72	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	83.0920721233
ST3GAL4_chr11_126225511_..1	5.890177185	0	94.1841442466	72	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	83.0920721233
ST3GAL4_chr11_126225511_..2	5.890177185	0	94.1841442466	72	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	83.0920721233
ST3GAL4_chr11_126225511_..3	5.890177185	0	94.1841442466	72	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	83.0920721233
ST3GAL4_chr11_126225511_..4	5.890177185	0	94.1841442466	72	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	83.0920721233
IGF2R_chr6_160390328_.	5.886934905	0	0	66	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	0	1	1	1	0	0	1	0	0	1	1	1	1	33
VPS54_chr2_64246130_.	5.882197909	0	81.51762285	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	1	61.51762285
VPS54_chr2_64246130_..1	5.882197909	0	81.51762285	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	1	61.51762285
VPS54_chr2_64246130_..2	5.882197909	0	81.51762285	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	1	61.51762285
COG1_chr17_71186815_.	5.8633021	0.80384624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-20
VPS54_chr2_64246573_.	5.853932962	0	0	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	0	1	1	1	-20
PSMC6_chr14_53173117_.	5.842034982	0.265384614	80.6244697549	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	60.6244697549
SEC23IP_chr10_121652450_.	5.822394477	0.099999987	25.1241709188	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	5.1241709188
SEC23IP_chr10_121652450_..1	5.822394477	0.099999987	25.1241709188	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	5.1241709188
SEC23IP_chr10_121652450_..2	5.822394477	0.099999987	25.1241709188	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	5.1241709188
VPS54_chr2_64246093_.	5.814098124	0	18.52699056	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	-1.47300944
VPS54_chr2_64246093_..1	5.814098124	0	18.52699056	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	-1.47300944
VPS54_chr2_64246093_..2	5.814098124	0	18.52699056	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	-1.47300944
VPS54_chr2_64246093_..3	5.814098124	0	18.52699056	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	-1.47300944
VPS54_chr2_64246093_..4	5.814098124	0	18.52699056	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	-1.47300944
IGF2R_chr6_160390311_.	5.809024457	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	-20
IGF2R_chr6_160390311_..1	5.809024457	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	-20
QSOX2_chr9_139137430_.	5.800836942	0	47.2167315773	0	1	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	0	0	0	1	0	0	1	1	0	1	1	1	1	27.2167315773
QSOX2_chr9_139137430_..1	5.800836942	0	47.2167315773	0	1	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	0	0	0	1	0	0	1	1	0	1	1	1	1	27.2167315773
QSOX2_chr9_139137430_..2	5.800836942	0	47.2167315773	0	1	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	0	0	0	1	0	0	1	1	0	1	1	1	1	27.2167315773
SCFD1_chr14_31091592_.	5.790741343	0	45.8207005485	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	25.8207005485
TRAPPC11_chr4_184585038_.	5.777700501	0.775999963	78.001975526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	58.001975526
SEC24C_chr10_75506696_.	5.739457625	2.392307758	90.6638880992	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	60.3319440496
SEC24C_chr10_75506696_..1	5.739457625	2.392307758	90.6638880992	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	60.3319440496
SEC24C_chr10_75506655_.	5.724310015	2.370370388	81.3428193979	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	74.17140969895
SEC24C_chr10_75506655_..1	5.724310015	2.370370388	81.3428193979	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	74.17140969895
SEC24C_chr10_75506655_..2	5.724310015	2.370370388	81.3428193979	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	74.17140969895
RAB1B_chr11_66039830_.	5.722438431	2.325925827	52.4056398724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	32.4056398724
EIF6_chr20_33867863_.	5.697359977	2.473077059	83.599151829	66	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	74.7995759145
EIF6_chr20_33867863_..1	5.697359977	2.473077059	83.599151829	66	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	74.7995759145
TM9SF2_chr13_100153952_.	5.685974295	0.099999987	72.426663481	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	52.426663481
QSOX2_chr9_139137616_.	5.678108916	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	-20
QSOX2_chr9_139137616_..1	5.678108916	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	-20
UGP2_chr2_64065902_.	5.677311124	0.438461512	60.608018099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40.608018099
SCFD1_chr14_31091581_.	5.662918143	0.060714293	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	-20
SCFD1_chr14_31091581_..1	5.662918143	0.060714293	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	-20
IGF2R_chr6_160390413_.	5.628892691	0	67.5850023726	35	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	51.2925011863
IGF2R_chr6_160390413_..1	5.628892691	0	67.5850023726	35	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	51.2925011863
VPS53_chr17_617939_.	5.627424395	0.099999994	83.7967781744	60	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	71.8983890872
VPS53_chr17_617939_..1	5.627424395	0.099999994	83.7967781744	60	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	71.8983890872
VPS53_chr17_617939_..2	5.627424395	0.099999994	83.7967781744	60	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	71.8983890872
VPS53_chr17_617939_..3	5.627424395	0.099999994	83.7967781744	60	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	71.8983890872
TRAPPC8_chr18_29522569_.	5.60277118	0.207407385	68.2622044408	38	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	53.1311022204
QSOX2_chr9_139137525_.	5.571819906	0	0	54	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	27
QSOX2_chr9_139137450_.	5.560355002	0	15.1704029476	0	1	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	0	0	0	1	0	0	1	1	0	1	1	1	1	-4.8295970524
QSOX2_chr9_139137450_..1	5.560355002	0	15.1704029476	0	1	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	0	0	0	1	0	0	1	1	0	1	1	1	1	-4.8295970524
