	Combined	DNase	H2A.Z	H2AK5ac	H2AK9ac	H2BK120ac	H2BK12ac	H2BK15ac	H2BK20ac	H2BK5ac	H3K14ac	H3K18ac	H3K23ac	H3K23me2	H3K27ac	H3K27me3	H3K36me3	H3K4ac	H3K4me1	H3K4me2	H3K4me3	H3K56ac	H3K79me1	H3K79me2	H3K9ac	H3K9me1	H3K9me3	H3T11ph	H4K12ac	H4K20me1	H4K5ac	H4K8ac	H4K91ac	FPKM	Class								
TUBA1B_chr12_49525284_.	44.75975679	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0								
QSOX2_chr9_139134191_.	-10.53325561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0								
RAB5C_chr17_40306416_.	39.28366349	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0								
SURF4_chr9_136241026_.	17.61574138	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	0	1	0								
RAB1A_chr2_65356415_.	-19.15629036	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0								
ST3GAL4_chr11_126227338_.	-5.357952562	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0								
COPZ1_chr12_54719037_.	43.95468752	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
ST3GAL4_chr11_126225453_.	53.37486436	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0								
YIPF5_chr5_143547156_.	7.355836927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
SYNCRIP_chr6_86347223_.	23.97525394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0								
EIF6_chr20_33872419_.	73.44201308	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
COPB1_chr11_14520645_.	-18.04762869	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
TRAPPC8_chr18_29519392_.	77.04813695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0								
COG1_chr17_71189670_.	30.03187462	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	0								
ST3GAL4_chr11_126228441_.	36.15106469	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0								
SMC3_chr10_112330991_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0								
ARCN1_chr11_118443960_.	64.79327952	1	1	1	0	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
YIPF5_chr5_143546490_.	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0								
RAB1B_chr11_66036062_.	67.63243122	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	1	1	0	1	0								
SYNCRIP_chr6_86351997_.	-20	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0								
SEC16A_chr9_139378410_.	28.84176582	1	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	0	0	0	1	0	0	1	1	0	1	1	0	0	0								
CREBBP_chr16_3929797_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0								
ST3GAL4_chr11_126273620_.	23.89898031	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0								
UGP2_chr2_64071633_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0								
ST3GAL4_chr11_126273727_.	71.48680273	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
MCL1_chr1_150551923_.	72.73350788	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0								
COG3_chr13_46042187_.	-3.093103025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0								
ST3GAL4_chr11_126228878_.	13.57948137	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0								
EIF6_chr20_33868800_.	-13.18244414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0								
ST3GAL4_chr11_126276731_.	16.5518406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
EIF6_chr20_33868029_.	64.32692357	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0								
MCL1_chr1_150547360_.	51.43381232	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	1	0								
ARL1_chr12_101798946_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0								
EIF6_chr20_33872418_.	27.03296857	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
ST3GAL4_chr11_126278139_.	-13.16552054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
PRKDC_chr8_48873865_.	43.03801099	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
COG3_chr13_46039393_.	74.47029687	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	0								
CCT7_chr2_73463000_.	85.54485528	0	0	1	1	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0								
EIF6_chr20_33868422_.	39.85891839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0								
ST3GAL4_chr11_126220811_.	26.33928535	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0								
COPA_chr1_160312846_.	59.06019824	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
RAD21_chr8_117886392_.	-15.23204319	1	0	0	1	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	0	1	1	1	0	0	1	0	0	0	1	1	1	0								
C17orf75_chr17_30668318_.	-16.09042733	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	1	0	0								
EIF6_chr20_33876112_.	71.33799304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
ILF2_chr1_153643294_.	1.261940079	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
ST3GAL4_chr11_126225550_.	19.19914873	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0								
EIF6_chr20_33867887_.	56.92072676	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0								
CCT7_chr2_73464302_.	49.92333499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0								
ST3GAL4_chr11_126230001_.	46.87033979	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0								
TUBA1B_chr12_49524829_.	61.70650257	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
PRKDC_chr8_48872956_.	40.19156482	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
CCT7_chr2_73463003_.	16.09733687	0	0	1	1	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0								
HEATR1_chr1_236767160_.	70.9224842	0	1	0	1	1	0	0	0	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0								
EIF6_chr20_33870742_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0								
ST3GAL4_chr11_126274100_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0								
GBF1_chr10_104000911_.	72.4618559	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0								
SEC23IP_chr10_121654108_.	-6.221904152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0								
ARF1_chr1_228273345_.	30.50728397	1	0	1	0	0	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0								
ARCN1_chr11_118443780_.	12.95175963	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
ST3GAL4_chr11_126225831_.	79.43326221	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0								
ST3GAL4_chr11_126274623_.	-18.03877975	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
RAD21_chr8_117883117_.	1.439471954	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0								
WDR11_chr10_122611937_.	34.75816766	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0								
SEC16A_chr9_139375057_.	0.5589286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0								
EIF6_chr20_33876540_.	72.14711807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
COPA_chr1_160314111_.	68.58770536	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0								
RAD21_chr8_117886893_.	-20	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0								
RAB1A_chr2_65354497_.	76.89671332	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0								
RAB1B_chr11_66033697_.	64.77794505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
COG3_chr13_46043247_.	32.14374809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0								
EIF6_chr20_33872443_.	71.45217682	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
COPA_chr1_160313201_.	44.42676948	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
COPB1_chr11_14525957_.	40.40891693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
EIF6_chr20_33875175_.	40.80102493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
RAD21_chr8_117886673_.	54.41022731	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
C17orf75_chr17_30667376_.	-3.399681954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
ST3GAL4_chr11_126221097_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0								
ST3GAL4_chr11_126225776_.	-20	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0								
CCT7_chr2_73464315_.	47.21500603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0								
SEC23B_chr20_18490113_.	10.25419689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0								
ST3GAL4_chr11_126276004_.	15.5693132	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
EIF6_chr20_33872384_.	68.47532381	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
COG1_chr17_71189767_.	46.63554789	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	0								
ST3GAL4_chr11_126270327_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
COPB1_chr11_14520467_.	55.30964841	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0								
MCL1_chr1_150550998_.	89.25672178	1	0	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0								
YIPF5_chr5_143548945_.	35.58465874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0								
RAB1B_chr11_66037763_.	41.70039901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0								
COPA_chr1_160318182_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
PSMC6_chr14_53175766_.	52.75071907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0								
ARCN1_chr11_118447491_.	-13.57965098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0								
COG1_chr17_71190022_.	37.7962583	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	1	0	0								
MCL1_chr1_150552024_.	8.863622705	1	0	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0								
RAB5C_chr17_40311776_.	37.13517753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
RAD21_chr8_117886901_.	-20	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0								
COG1_chr17_71190282_.	12.14934505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0								
CREBBP_chr16_3929958_.	-20	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0								
RAD21_chr8_117886743_.	51.68549094	1	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
RAD21_chr8_117882250_.	-6.742406226	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0								
ILF3_chr19_10764445_.	-1.953138222	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
CCT7_chr2_73466049_.	26.51515805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0								
ST3GAL4_chr11_126277647_.	0.750766263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
RAD21_chr8_117886694_.	32.19466637	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
CCT7_chr2_73459002_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
ILF2_chr1_153643039_.	41.86614428	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
SYNCRIP_chr6_86349339_.	29.84059002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0								
COPZ1_chr12_54720296_.	22.96478195	1	0	1	1	1	1	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
SMC3_chr10_112328036_.	-2.334121995	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	0								
COPZ1_chr12_54719036_.	82.6125742	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
ST3GAL4_chr11_126271950_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
MCL1_chr1_150548548_.	37.39603693	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	1	0								
CCT7_chr2_73463062_.	22.54283164	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	0	1	0	1	0								
RAB2A_chr8_61431418_.	-7.143668823	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0								
CCT7_chr2_73462584_.	38.41366512	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0								
RAB5C_chr17_40307035_.	63.96129473	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0								
COPA_chr1_160308808_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0								
EIF6_chr20_33872368_.	58.42395939	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
ST3GAL4_chr11_126277972_.	82.27285267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
RAB1B_chr11_66036584_.	67.03186264	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
COPZ1_chr12_54718872_.	25.51275741	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0								
TUBA1B_chr12_49524920_.	81.38192213	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0								
COPZ1_chr12_54720540_.	25.54682583	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	0								
PSMC6_chr14_53178755_.	50.19285898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
ST3GAL4_chr11_126228051_.	87.26917169	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0								
RAB5C_chr17_40306250_.	70.05550517	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0								
RAB5C_chr17_40306295_.	43.40026451	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0								
ST3GAL4_chr11_126271699_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
PRKDC_chr8_48872888_.	14.43993026	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0								
EIF6_chr20_33874577_.	17.18948053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
ST3GAL4_chr11_126270475_.	18.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
COPB1_chr11_14521233_.	6.955901672	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	0								
COG1_chr17_71189539_.	70.84193616	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	0								
SMC3_chr10_112327488_.	60.60503896	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	0								
TUBA1B_chr12_49524897_.	62.50660076	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0								
ARCN1_chr11_118447119_.	-19.46519214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0								
SCFD1_chr14_31093396_.	-11.93315805	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	1	0	0								
COPA_chr1_160309114_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0								
C17orf75_chr17_30668724_.	15.70566063	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	0								
QSOX2_chr9_139137262_.	66.64572749	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	0	0								
COPB1_chr11_14522760_.	-20	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0								
PRKDC_chr8_48873471_.	40.12106826	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0								
SMC3_chr10_112328051_.	69.46153826	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	0								
ST3GAL4_chr11_126228280_.	75.43169742	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0								
ARL1_chr12_101797388_.	40.4694129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0								
TUBA1B_chr12_49523994_.	66.93719354	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0								
CARM1_chr19_10979746_.	59.59799428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0								
CREBBP_chr16_3929979_.	-20	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0								
CCT7_chr2_73465350_.	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0								
CCT7_chr2_73462662_.	51.48397051	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0								
COPZ1_chr12_54722775_.	55.36509956	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	1	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0								
CREBBP_chr16_3929805_.	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0								
ARF1_chr1_228272619_.	-2.392303781	0	0	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0								
